Institution,Tier
Institution Name,Tier
"SRM University (SRM Institute of Science and Technology), Kattankulathur",Tier2
St. Peter's Institute of Higher Education and Research,Tier2
"Tamil Nadu Agricultural University (TNAU), Coimbatore",Tier2
Tamil Nadu Dr. M.G.R. Medical University (TNMGRMU),Tier2
Tamil Nadu Physical Education and Sports University (TNPESU),Tier2
Tamil Nadu Veterinary and Animal Sciences University (TANUVAS),Tier2
Tamil University,Tier2
"TERI School of Advanced Studies, New Delhi",Tier2
Tilak Maharashtra Vidyapeeth (TMV),Tier2
Teerthanker Mahaveer University,Tier2
Telangana University,Tier2
The NorthCap University (NCU),Tier2
The West Bengal National University of Juridical Sciences (WBNUJS or NUJS),Tier2
T.M University,Tier2
"Tripura University (TU), Tripura",Tier2
Tumkur University,Tier2
"U.P King George's University of Dental Science, Lucknow",Tier2
"University of Agricultural Sciences (UAS), Bangalore",Tier2
University of Allahabad,Tier2
University of Gour Banga (UGB),Tier2
University of Kota,Tier2
University of Lucknow,Tier2
University of Petroleum and Energy Studies (UPES),Tier2
Veer Bahadur Singh Purvanchal University,Tier2
Veer Surendra Sai University of Technology (VSSUT),Tier2
"Vels Institute of Science, Technology & Advanced Studies (VISTAS)",Tier2
Vidyasagar University,Tier2
"Vinoba Bhave University, Hazaribag",Tier2
Visva Bharati,Tier2
"Visvesvaraya National Institute of Technology, Nagpur",Tier2
"Visvesvaraya Technological University (VTU), Belagavi",Tier2
West Bengal University of Animal and Fishery Sciences,Tier2
Yogi Vemana University (YVU),Tier2
Abhilashi University,Tier3
Adamas University,Tier3
Adesh University,Tier3
Adikavi Nannaya University,Tier3
Ahmedabad University,Tier3
"AISECT University, Bhopal",Tier3
"AISPECT University, Hazaribagh",Tier3
Ajeenkya DY Patil University,Tier3
Akal University (Guru Ki Kashi Akal University ),Tier3
"AKS University (AKSU), Satna",Tier3
Alak Prakash Goyal University,Tier3
Al-Falah University,Tier3
Aliah University,Tier3
Allahabad State University,Tier3
"Alliance University, Bangalore",Tier3
"Amity University, Gwalior",Tier3
"Amity University, Manesar",Tier3
"Amity University, Mumbai",Tier3
Amity University Patna,Tier3
"Amity University, Rajarhat",Tier3
"Amity University, Ranchi",Tier3
"Amity University, Tehsil -Tilda",Tier3
Anant National University,Tier3
Apeejay Stya University (ASU),Tier3
"Ansal University, Guraon",Tier3
Apex Professional University (APU),Tier3
APJ Abdul Kalam Technological University,Tier3
Arka Jain University,Tier3
Arni University,Tier3
Arunachal University of Studies,Tier3
Arunodaya University,Tier3
Aryabhatta Knowledge University (AKU),Tier3
Ashoka University,Tier3
Assam Down Town University,Tier3
Assam Rajiv Gandhi University of Co-operative Management (ARGUCOM),Tier3
Assam Science and Technology University,Tier3
Assam Women's University,Tier3
"AURO University of Hospitality and Management, Surat",Tier3
Avantika University,Tier3
Azim Premji University,Tier3
"Ayush and Health Sciences University of Chharrisgarh, Raipur",Tier3
Baba Farid University of Health Sciences,Tier3
Baba Ghulam Shah Badshah University,Tier3
Baba Mastnath University (BMU),Tier3
Babu Banarasi Das University,Tier3
Baddi University of Emerging Sciences and Technology,Tier3
Bahra University,Tier3
Banda University of Agriculture and Technology (BUAT),Tier3
Bankura University,Tier3
Bareilly International University (BIU),Tier3
Bastar Vishwavidyalaya (BVV),Tier3
Bengaluru Central University,Tier3
Bengaluru North University (BNU),Tier3
Bennett University,Tier3
Bhagat Phool Singh Mahila Vishwavidyalaya,Tier3
Bhagwant Global University,Tier3
Bhagwant University,Tier3
Bhakta Kavi Narsinh Mehta University (BKNMU),Tier3
Bhartiya Skill Development University,Tier3
"Bhatkhande Music Institute, Lucknow",Tier3
Bhupal Nobles University (BN University),Tier3
Bhupendra Narayan Mandal University (B. N. Mandal University),Tier3
Bihar Agricultural University,Tier3
Bihar Yoga Bharati,Tier3
Biju Patnaik University of Technology (BPUT),Tier3
"Bilaspur Vishwavidyala, Bilaspur",Tier3
Birla Global University (BGU),Tier3
Birla Institute of Technology (BIT Mesra),Tier3
BML Munjal University,Tier3
Bodoland University,Tier3
Brainware University,Tier3
"Calorx Teacher's University, Ahmedabad",Tier3
"Career Point University, Kota (CPU)",Tier3
"Career Pont University, Hamripur",Tier3
"Central Institute of Buddhist Studies, Ladakh",Tier3
Centre for Enviromental Planning and Technology University,Tier3
"Centurion University of Technology and Management, Visakhapatnam",Tier3
Chanakya National Law University (CNLU),Tier3
Chandigarh University (CU),Tier3
"Chandra Shekhar Azad University of Agriculture & Technology, Kanpur (CSAUA&T)",Tier3
Chaudhary Bansi Lal University (CBLU),Tier3
"Chaudhary Ranbir Singh University, Jind (CRSU)",Tier3
"Chhattisgarh Kamdhenu Vishwasvidyalaya, Raipur",Tier3
Chhattisgarh Swami Vivekanand Technical University (CSVTU),Tier3
Children's University,Tier3
Chinmaya Vishwavidyapeeth (CVV),Tier3
"Chitkara University, Tehsil Rajpura",Tier3
Cluster University of Jammu (CLUJ),Tier3
Cluster University of Srinagar,Tier3
CMR University (CMRU),Tier3
Cooch Behar Panchanan Barma University (CBPBU),Tier3
"Cotton Colllege State University, Guwahati",Tier3
CT University,Tier3
C. U. Shah University,Tier3
Damodaram Sanjivayya National Law University,Tier3
DAV University,Tier3
Dayananda Sagar University,Tier3
Delhi Pharmaceutical Sciences and Research University (DIPSAR),Tier3
Delhi Technological University (DTU),Tier1
Desh Bhagat University (DBU),Tier3
Diamond Harbour Women's University,Tier3
DIT University,Tier3
Dr. A.P.J. Abdul Kalam University,Tier3
Dravidian University,Tier3
Dr. Babasaheb Ambedkar Open University,Tier3
"Dr. Balasaheb Sawant Konkan Krishi Vidyapeeth, Dapoli",Tier3
Dr. Bhimrao Ambedkar Law University (ALU Jaipur),Tier3
Dr. B.R. Ambedkar Open University,Tier3
Dr. B. R. Ambedkar University of Social Sciences (BRAUSS),Tier3
"Dr. B. R. Ambedkar University, Srikakulam",Tier3
Dr. K.N. Modi University (DKNMU),Tier3
Dr. Panjabrao Deshmukh Krishi Vidyapeeth (PDKV or PKV),Tier3
Dr. Ram Manohar Lohia Avadh University,Tier3
Dr. Ram Manohar Lohiya National Law University (RMLNLU),Tier3
